2000
140.223.67.114 3.30.128.19
148.215.175.115 215.167.217.100
137.32.36.66 199.137.235.28
218.154.130.76 219.99.202.114
89.227.107.22 137.51.141.163
3.30.131.94 137.32.165.137
165.28.23.79 214.112.11.186
140.223.22.25 3.30.128.57
119.140.154.242 214.94.211.175
16.172.167.65 137.32.36.21
215.204.30.150 192.168.96.4
205.75.226.75 137.51.150.78
218.154.130.73 213.101.23.220
137.51.231.245 17.168.115.209
218.154.130.76 192.18.184.189
89.208.1.164 215.35.205.14
137.51.214.174 7.242.192.249
203.82.157.248 165.28.216.201
200.249.182.173 137.32.165.137
165.28.23.79 214.112.11.186
205.10.129.149 140.223.205.209
153.38.201.24 140.223.112.112
202.219.166.166 215.35.255.98
95.8.141.219 166.216.69.242
215.43.37.219 207.19.48.57
215.35.250.88 209.229.190.185
153.38.201.24 140.223.149.165
192.8.42.16 166.216.162.50
206.19.30.235 165.28.134.179
140.223.33.109 219.225.17.193
165.28.23.79 214.112.11.186
92.37.182.198 165.28.40.41
165.28.40.33 89.19.104.77
211.17.180.40 214.94.193.52
20.238.153.59 215.35.252.210
165.28.23.79 214.112.11.186
140.223.96.145 199.106.143.4
207.182.213.171 137.226.201.232
205.10.129.149 140.223.133.195
137.51.227.6 197.54.93.245
140.223.227.242 197.37.15.34
165.28.23.79 214.112.11.186
205.10.129.149 140.223.243.189
137.192.229.23 222.187.177.176
153.38.201.24 140.223.117.61
16.172.82.8 215.35.219.220
215.35.249.142 11.74.255.36
215.35.250.53 94.40.33.44
21.209.201.92 137.194.115.194
200.213.203.30 165.28.40.40
200.156.164.160 215.35.247.185
203.179.238.172 137.51.9.17
203.107.161.42 165.28.40.40
153.38.201.24 140.223.87.109
215.204.30.150 10.1.41.213
140.223.92.189 4.147.129.50
215.43.34.134 213.212.3.112
3.184.218.128 215.43.48.64
205.10.129.149 140.223.207.16
92.37.182.198 165.28.40.41
137.32.165.164 4.37.131.194
95.6.4.96 165.28.18.160
22.173.93.84 165.28.40.41
197.148.2.59 214.94.196.80
214.94.193.52 215.69.77.21
161.194.71.49 4.139.8.219
165.28.23.79 214.112.11.186
205.10.129.149 140.223.211.110
153.38.201.24 140.223.72.143
92.37.182.198 165.28.40.41
215.43.37.219 207.184.181.170
193.119.43.106 137.32.129.246
197.148.2.59 214.94.195.6
94.79.230.67 137.32.243.191
20.75.69.131 148.179.47.91
137.32.36.100 23.196.42.68
214.94.205.212 20.224.240.25
218.154.130.76 94.58.156.236
7.196.34.36 140.223.33.97
202.213.204.170 166.216.75.9
218.2.36.158 137.32.36.66
206.198.216.24 166.216.149.106
215.43.34.134 16.118.214.41
165.28.40.40 2.235.95.13
204.24.1.58 215.43.145.246
214.94.197.10 163.222.186.40
137.32.176.163 219.5.195.207
205.10.129.149 140.223.160.217
165.28.23.79 214.112.11.186
206.197.169.77 165.28.126.0
92.37.182.198 165.28.40.41
212.42.209.200 148.215.223.223
214.94.195.18 206.197.1.82
153.38.201.24 140.223.233.254
218.154.130.76 204.173.110.142
153.38.201.24 140.223.33.175
165.28.23.79 214.112.11.186
140.223.10.216 95.19.68.77
161.194.80.78 93.32.190.49
203.90.175.109 166.216.69.172
17.56.249.104 214.94.200.129
137.32.36.96 219.166.43.246
214.128.61.76 137.143.145.234
206.215.227.81 148.215.69.79
207.6.219.65 137.51.15.33
214.94.198.188 5.13.147.168
153.38.201.24 140.223.63.126
153.38.201.24 140.223.28.191
89.227.107.22 140.223.112.121
95.8.141.219 137.51.63.141
218.169.34.24 137.32.36.21
153.38.201.24 140.223.136.154
11.168.205.154 215.43.144.100
137.51.35.248 23.186.163.39
202.249.11.217 137.226.13.124
165.28.23.79 214.112.11.186
205.10.129.149 140.223.240.189
213.142.235.211 137.51.157.142
207.77.73.244 166.216.249.132
215.35.250.37 22.182.177.153
137.32.129.246 19.64.189.193
92.37.182.198 165.28.40.41
165.28.40.40 202.136.14.14
215.35.207.247 149.0.224.24
215.35.250.88 209.229.190.185
137.32.176.163 219.5.195.207
11.84.60.240 140.223.234.89
165.28.65.75 204.120.192.209
200.209.246.8 137.143.110.208
218.154.130.76 93.30.76.22
92.37.182.198 165.28.40.41
214.94.200.129 93.48.10.52
197.148.2.59 214.94.254.74
207.185.98.133 165.28.60.149
218.154.130.76 209.107.40.199
199.225.142.29 218.154.130.76
202.222.238.39 218.5.98.155
215.175.156.32 215.35.246.175
24.39.239.12 166.216.212.233
205.11.168.32 137.32.129.246
210.137.170.177 137.32.165.197
205.10.129.149 140.223.215.167
137.32.36.66 205.188.61.155
22.28.86.59 140.223.195.124
153.38.201.24 140.223.243.72
94.164.97.201 148.179.56.69
6.238.2.166 215.35.250.35
214.94.196.146 197.148.2.59
215.43.37.219 95.23.45.171
192.240.58.123 215.43.34.134
20.238.153.59 215.35.205.6
137.32.36.21 20.33.97.145
16.172.167.65 137.32.36.21
20.66.254.160 137.32.154.69
92.37.182.198 165.28.40.41
214.94.194.22 193.5.16.35
95.11.71.67 148.179.147.106
20.238.153.59 215.35.219.138
200.200.218.172 215.43.37.239
153.38.201.24 140.223.11.46
16.172.167.65 137.32.36.21
19.198.209.214 214.94.200.129
215.43.37.219 200.206.82.235
95.6.4.96 140.223.211.67
206.197.169.77 166.216.25.165
207.88.78.235 165.28.43.60
165.28.23.79 214.112.11.186
153.38.201.24 140.223.62.187
214.94.200.129 217.78.65.173
165.28.40.41 202.145.32.132
215.35.250.88 147.33.172.47
16.172.167.65 137.32.36.21
137.32.36.66 6.168.192.48
218.154.130.76 215.76.70.178
206.203.77.255 161.194.119.59
140.223.29.231 202.207.55.151
165.28.40.104 7.186.16.42
140.223.17.104 16.54.166.174
23.186.163.39 137.51.35.33
218.154.130.73 222.149.169.223
153.38.201.24 140.223.1.174
208.114.232.249 214.94.193.36
137.32.129.246 22.37.120.33
215.35.250.53 204.229.31.200
16.172.167.65 137.32.36.21
89.27.12.134 215.43.34.134
137.32.154.69 21.81.25.46
6.248.134.117 140.223.69.251
17.188.60.166 137.32.36.96
153.38.201.24 140.223.241.198
215.35.249.192 193.129.73.211
219.208.40.80 148.215.136.9
140.223.21.51 215.173.135.175
193.117.160.165 148.179.169.5
94.31.124.139 148.179.162.115
218.154.130.76 23.127.88.239
209.146.60.15 140.223.149.92
215.43.37.219 20.100.23.240
165.28.9.58 161.246.223.241
20.114.254.41 137.194.49.33
92.37.182.198 165.28.40.41
6.115.135.8 218.154.130.76
94.82.16.71 166.216.205.142
216.73.42.26 140.223.33.109
218.154.130.76 20.138.101.84
119.131.110.38 218.154.130.76
92.37.182.198 165.28.40.41
137.51.35.138 23.186.163.39
137.192.229.23 21.64.209.214
206.215.227.81 148.215.69.12
218.154.130.76 219.212.44.168
153.38.201.24 140.223.17.25
218.154.130.76 217.177.81.20
153.38.201.24 140.223.117.2
16.172.167.65 137.32.36.21
140.223.224.224 168.194.186.55
95.40.124.114 148.179.135.12
3.30.58.28 215.35.250.35
214.132.155.19 215.35.250.35
34.128.177.128 140.223.198.207
137.32.77.65 152.246.184.16
153.38.201.24 140.223.34.193
95.6.69.38 137.32.28.158
153.38.201.24 140.223.38.12
153.38.201.24 140.223.29.255
95.83.80.177 148.179.162.115
215.180.213.143 215.197.1.141
95.15.0.188 215.43.37.219
92.37.182.198 165.28.40.41
206.203.77.255 148.215.222.129
205.10.129.149 140.223.191.189
165.28.40.40 20.82.217.65
137.32.36.96 5.200.187.89
215.43.37.219 202.252.171.48
207.2.236.25 137.51.221.177
153.38.201.24 140.223.63.247
153.38.201.24 140.223.1.58
20.122.203.181 165.28.164.97
22.223.69.41 215.35.248.162
209.241.41.249 215.35.248.197
16.172.167.65 137.32.36.21
218.154.130.76 23.151.48.184
148.215.94.165 206.197.1.82
89.227.107.22 137.143.246.167
215.43.37.219 206.12.43.3
20.238.153.59 215.35.242.169
153.38.201.24 140.223.39.184
23.186.163.39 137.51.35.33
200.213.108.12 165.28.40.41
16.172.167.65 137.32.36.21
94.164.97.201 148.179.56.69
5.85.83.212 137.32.36.66
1.7.77.201 215.35.193.114
200.100.79.238 137.32.154.109
16.148.198.12 140.223.78.157
